Customer_ID,Food Dog,Food Cat,Medical treatment Dog,Snacks,Medical,
63294472,17804810,10800535,7569656,282320,5182830,
40380301,22959654,10107560,3415322,471890,3820640,
900899371,12121560,13669415,10750998,1143800,3072380,
41307395,28371715,9163387,1384641,552080,413471,
10278266,15567822,11671768,7592054,1444960,2360560,
900690672,16318736,12540373,5886962,530120,3100721,
10288125,9419672,7243230,13731136,701620,6741760,
1098721668,24809280,8018130,707780,117600,3029630,
900973930,19187879,8779362,4495527,1669816,2376958,
86067582,20863841,10292230,2797796,88300,1881160,
80206716,17547138,9668104,6216445,31610,2366142,
51553715,10654000,9197800,9310589,626180,5760260,
900491282,16154564,8337124,10018783,80640,894890,
75081080,13270701,9310647,3696006,357827,7882691,
2231446,13848835,9104183,10054482,649153,832399,
86043397,14415830,10823790,4760085,266340,3604900,
900144801,11957530,8805760,9261340,525340,2744610,
79664387,15508917,6017087,8321722,257160,2934966,
45688467,18488927,3883907,6682477,55890,3809660,
42124554,12951488,9080260,8592074,365440,930170,
900603394,10071898,2815781,13256776,158113,5473874,
63535093,15533960,8314420,4009672,132740,3700500,
22806800,14655352,7984892,8850198,,104700,
832003952,1261007,1026199,6442459,,22551189,
900496572,12728900,5943990,9142872,221600,3109570,
71318926,15588670,10921180,1155644,1076570,2089970,
71372487,13960075,9816265,4061217,859590,2000770,
31934320,11216521,6950044,7381615,55351,4858994,
80037204,11424937,10192364,4426944,1511900,2836530,
900472903,20263650,3280390,3336438,,3105250,
98662330,11513120,11137750,2712454,1284230,2873280,
19436303,20169610,3237914,5249315,233681,623860,
900803405,11818862,5708862,7938520,566420,3450012,
890984002,951940,,12485236,85720,15536170,
8226249,10263940,8906090,3545686,1821550,4158580,
1018414399,14622339,7824173,2854901,511680,2826869,
900857866,14199440,3497340,9300576,45360,1399803,
900135740,12876810,7975830,4313705,42450,3032520,
98555618,10188510,10044564,4505592,1218870,2113856,
900168838,10111120,4459960,8799410,170620,4356990,
30294975,3915405,4682062,3009278,2567611,13662075,
901059342,9297994,9993280,6495797,414960,1441590,
79446928,18346972,815040,7621066,,535163,
900381809,8979500,11149430,3035105,260990,3491920,
900511290,7410053,6712961,6288841,1797296,4590387,
900165986,14470277,2738761,696347,,8561646,
52811219,14535270,6087560,2925240,,2887230,
901060259,13247754,10587598,997555,77067,1142700,
39582961,13328132,5788690,2487541,10080,4187140,
42894768,9821229,9031360,3281821,676380,2975020,
10541208,13013073,5837746,4690958,95133,1993401,
93402241,9813260,4848700,9696627,59170,824640,
900450538,5209770,839670,15495332,176480,3518450,
72254601,15173424,8029876,969058,13440,1047405,
804009588,2894960,655550,3669652,,17950410,
37314232,13048353,5178736,5389197,238148,1303580,
41940759,8366410,8226100,4439703,1440900,2657190,
900844137,8442436,10312649,5473673,342114,544834,
900007582,15086273,4275465,2150186,256470,3309098,
52798298,7947540,6579850,4298704,301210,5590480,
816004921,4263291,2971128,4623074,766890,11836043,
805019838,7422855,6521980,4466357,,5993465,
900594291,3340780,4822590,10822926,264230,5057370,
53067932,7739021,6490860,3796598,153810,6112530,
29881455,6386851,4030655,9337054,67200,4415758,
1095818917,16586832,4890500,1624235,40320,791990,
51900032,10842552,5662086,3547426,,3699631,
74392545,6726638,8337208,5137550,406760,2959234,
900850489,13860609,5407457,2683489,54600,1410810,
52350783,7634812,3866169,7327069,97460,4377997,
98520747,7852460,5074000,2344067,,7955890,
900398338,8616070,873045,8795648,,4816613,
1094951614,11734345,8522970,1675412,918790,235980,
71775726,6478730,3483500,7296227,124320,5652790,
37548563,10109900,6160360,2645223,184860,3517541,
79472833,12688450,8443900,726250,241920,297380,
41438079,9830879,10771399,525230,387450,672630,
53074295,12783550,6216840,2200630,387240,544290,
7508676,12701310,4061880,474520,225120,4492010,
76327215,10367817,4961985,2712201,,3856618,
900825660,9237880,7255400,2006690,791620,2300830,
900458306,10135008,4613517,6260033,182360,175635,
92510506,11493330,2563680,4620133,,2621800,
75088066,5222500,696000,10601150,,4660010,
43454789,9059380,4521060,4297795,22680,3226680,
28074559,7304500,3682980,6416817,40320,3646320,
52984969,9953158,4969007,3872617,387684,1905820,
12106119,9345550,5705230,2324397,,3691490,
98450506,8866240,7124790,2617831,417130,2030370,
900803211,5824576,2004546,11833150,129166,1135310,
900676249,4354444,1750856,11344130,58700,3409696,
900422231,12291640,5255980,1352360,45360,1948240,
1085253918,8412510,8936170,1568972,407990,1532750,
19473968,7202354,3831756,4958499,71440,4788206,
830053478,12107053,5812708,1807327,223440,729570,
79265516,6908920,11111680,1158430,,1332100,
900737595,1404494,2008391,1728726,261901,15028714,
900881538,7618234,4460680,5019771,297970,3032150,
830069639,9319967,6199575,3565519,401890,658040,
900406674,7950541,4133304,5254441,,2579170,
900112333,5722198,2762068,3458658,223210,7650133,
71371055,9653360,5323860,3726706,312480,730630,
71398979,10464956,7014738,1392098,373647,418338,
900185854,4455522,1850772,6242210,,7094150,
79407229,9353656,7025116,1847972,587092,722742,
900080959,10173992,2711317,5863219,94940,464349,
900766476,7452930,4355892,3791986,40226,3290515,
24581718,5937020,4354730,1138781,580990,6586080,
80773870,9375050,3015820,3394836,261730,2483666,
900628220,173980,8364400,8151564,436920,1301180,
79266148,5720210,3179300,6605193,93260,2776190,
80098404,7204620,6034410,2657168,108420,2135460,
1032360346,13297301,2685345,1153775,300335,588761,
1130614553,7577630,3126600,7051530,,220670,
36952989,5401050,1038840,8246462,,3188800,
98525984,6355940,6252820,1845242,1535500,1876780,
80829308,5341740,5231077,4771251,376777,2145137,
91513708,7752030,7622910,1242340,360360,822160,
900912329,7421356,6611566,2723350,349940,639847,
13804343,9860090,2744880,1159701,20160,3820760,
900953076,9251452,4276531,2565630,181770,1265060,
80128895,8982064,6194610,1071299,444620,834194,
16848325,11208952,3665562,1468327,123480,890210,
1039446249,7777887,4873550,3219163,225120,1052967,
900830926,5735224,3627443,4774611,256690,2707310,
1019025196,7750380,4721620,2708295,120610,1617280,
901002836,6566441,6557044,3135026,239400,336680,
45464401,9098890,4220590,2794805,105840,599760,
37754799,7484190,5257180,2649681,230300,1086070,
13957471,10430194,3058553,1945794,239400,965663,
80091813,7975870,5904490,1432292,139930,1184360,
16884413,6411440,3852850,5231612,131040,941380,
51759717,5195417,2609996,5010891,,3618124,
52415695,9491870,3996280,985476,251490,1682860,
81032252192,,11062140,3985931,555480,644920,
98634254,7032570,5027300,2563802,286110,1311000,
71672223,5949510,7470980,1270531,432250,1085350,
805011359,5140920,2835760,2691918,371280,5030080,
29393987,7262700,4034730,2734586,396720,1618780,
40378676,9521932,3100780,2138785,53760,1178760,
17307275,4654010,2808380,7163075,114240,1108000,
10226210,4516508,2234282,2335134,133560,6578888,
10547879,6030390,5725930,3466460,,521100,
6865748,11545910,705740,1298737,,2043820,
39781999,7318960,6251250,1318110,294690,318580,
70072232,7314970,5462290,247390,532560,1774700,
1037619277,7872300,6014250,502390,423640,305760,
60256295,6230730,3823540,1525030,812700,2606510,
31292740,5021400,4288120,4192420,23520,1429780,
800093067,5448980,622330,5681232,113850,3052170,
10234392,5537225,1987092,4412218,143260,2800314,
804014513,6146032,2028404,2432796,,4209315,
900562461,4553670,2797640,3652666,147470,3652820,
1020721076,7400480,6043630,970170,54840,307230,
900640950,8856750,1247990,3875827,,779782,
8129868,6118970,5311460,1215764,627210,1410940,
900841318,5538090,3677110,2293734,54600,3115260,
80411670,6835380,2488100,3160924,175210,1943110,
36171258,7405510,4772833,2397062,,,
901017213,4173180,2557850,3630779,84450,4117350,
79435969,6342640,4474756,1212390,141120,2330930,
66999864,4617030,2251780,4376574,,3163330,
8852473,6709050,3653160,3473381,47040,519870,
98772253,4983021,4762614,3648272,341040,458120,
24115386,7272830,4470720,504700,,1795280,
98662820,5205120,2678060,3151735,,2969800,
93399365,6462920,1666649,2302992,,3505080,
80426852,9504550,1469170,2899770,8400,20700,
1095802655,9543490,2188920,274337,105840,1738630,
70569819,4125140,2786510,4258898,109670,2458720,
60379287,8495840,2152710,1325945,329830,1368980,
43877050,5789870,910676,4163331,27809,2778059,
19373243,4716020,2944410,3648518,50400,2294350,
830128821,,6908787,4510318,221600,2145290,
1129573051,7757250,2120360,2432467,,1209420,
10030503,4623400,2782580,5063840,,1045590,
600049230,8496330,2466350,2000297,105900,422980,
900338846,7611260,2370460,66780,100800,3283830,
1015450578,8608510,4269030,397380,126490,,
6108643,6583980,1747050,4256880,84000,645080,
1061699342,7714111,4096516,773790,,699487,
13842786,7015810,1015900,3797051,208320,1205090,
16202509,2876100,1597410,6927378,6720,1793490,
37330739,6347180,6135320,454818,231000,,
80169369,3926733,4489377,2986921,375710,1369415,
900560818,1873140,942450,7136552,,3160650,
53910356,5843730,1558250,4156910,54640,1483640,
1120369729,6399710,3822050,2131528,73550,662590,
13741400,7586478,3299025,1676431,31530,485560,
1032366762,2786500,1355590,6419647,22700,2402060,
1107037838,6511381,3007000,2175172,230260,1040510,
42158066,5226490,4883760,2040864,,750190,
31176026,4614580,2276580,5744160,,221330,
1024485568,5547310,3130450,2960954,191520,1001850,
900590316,3957581,5888978,692729,401520,1853825,
43573524,6827618,2918078,910928,58762,1966690,
17589975,5405596,1629022,1777738,,3752220,
49772562,3791162,5056555,2137553,337800,1176110,
1032381938,5800750,3176850,1882340,205250,1398260,
900400151,7583040,4004820,758210,111330,,
86054922,7114200,4901340,119119,40320,276410,
900776372,4584510,3872000,1811738,219830,1780820,
80850982,4765790,2875860,2720884,56280,1818340,
1053326643,6228353,3478014,1539793,145320,697700,
94486514,4808780,3243910,2164744,141160,1651830,
91437429,6122570,3752940,671641,87360,1210380,
900521374,5484950,3624310,1634440,205060,894970,
33337305,7050530,1869870,1686143,,1216660,
900801666,6154110,1032710,3329870,291210,989340,
900864460,7746050,138280,1412886,,2448380,
13453828,7683615,2565779,259570,173160,1041490,
32295589,7033930,2760740,948370,401150,482900,
890301310,5855450,1562490,4016280,137060,,
43017719,3339630,4777930,2026225,414260,992230,
1005327971,6875880,3670460,368015,59660,520970,
900341552,2821500,3458960,2886886,236160,2073730,
1110494832,3927116,2654869,2559966,,2333924,
900467513,3657652,1814029,1489983,56642,4450520,
13074179,5670520,2295040,2533350,,945480,
1037650125,4461830,3609100,2451960,242040,636350,
52212900,2128230,1133930,1157585,,6946500,
98765317,7068480,3353240,261543,,662380,
52255855,3741340,5124950,1747817,238600,482770,
900731034,6072579,3240910,1384266,210371,385610,
91540110,3675430,4566470,1056141,101057,1868490,
79870059,5206788,3351528,719662,726742,1248605,
86039560,4142940,2045720,2521965,,2453660,
1037586578,3628900,6111990,846069,439520,103700,
901021683,5985080,3204320,1112668,30240,632510,
1032411129,4474000,3256120,1667575,27420,1522990,
901057593,5291450,2058860,1839871,30240,1674380,
1107051861,7444260,1552370,1047965,144930,704600,
1098690290,7667180,2079810,683116,33600,341960,
91200041,3696010,2840310,2843140,,1420710,
900489307,5836208,1655428,2890210,35189,341180,
1144038110,5484851,1983408,2294217,55910,786844,
39575713,1664234,1057186,1614198,85270,6102122,
52905117,3663045,3686020,1306036,270110,1589012,
21493250,4050276,4509603,1308948,140133,416310,
1036941329,1984090,2129090,1630192,145380,4429680,
900697989,5482140,2254840,1058095,,1428680,
91541239,7491090,1826700,253189,,646840,
75080388,3928160,3889980,1629339,154620,613810,
1075217707,4568186,180553,2554540,,2907201,
830079936,6837587,676250,1334943,69390,1246999,
900101387,5383410,1446080,361813,20160,2910570,
900854795,4387120,2820040,2646504,231930,,
80244330,2070069,5388953,1467618,194059,931673,
1072659916,3671800,1711219,367781,23520,4242135,
900598798,4234420,2294980,1258252,99650,2073003,
39677862,4821476,3411737,652587,996472,52124,
1032367071,3955709,2214229,2784937,44113,917647,
41457359,4405555,2770205,2009274,218090,489150,
1045689587,5135370,2477290,1997180,181380,81000,
3103803,2375450,2116640,2044270,21020,3287140,
900432905,2839469,3411339,2574380,249166,740722,
5431277,4992930,3071480,580740,89590,1055300,
79590899,4364203,2874952,1588522,164700,774906,
80420716,4687108,3356748,926718,142410,650180,
79485849,2929320,986560,3894150,,1891370,
1019035621,4450061,1873508,894738,370580,2105722,
1015437097,5042490,3565510,757520,107520,214900,
63512505,5143760,2013728,883077,,1608973,
53071728,2254510,1283960,2630984,36960,3442210,
900537240,4018130,2631150,354679,13440,2585030,
33142613,6671620,1484300,884011,72710,464600,
1013618770,2482327,1426408,2898570,2351,2750921,
80219545,2665680,1959470,3227340,134520,1554720,
16621384,4231190,3513620,1106536,70560,597080,
1020714178,5887130,1044190,1317374,4200,1258000,
1096219460,6052926,1838144,1045586,25200,506480,
38141598,3428550,3643750,1427376,533600,425680,
88232125,4626390,3101820,1013129,204180,513090,
1041148068,4367320,3102680,547962,100000,1307970,
900989671,4941894,3257170,693625,260110,245660,
29287614,6275280,2048420,731005,20160,261530,
25172291,4984167,3653725,,357550,322892,
52529110,2965590,3985840,1706140,283080,375760,
900513312,4297505,2673248,2029684,,303064,
79606054,2011980,1806440,1678094,43680,3750819,
39812984,5751170,660100,2098931,28150,721270,
1019020395,477840,557470,334399,32760,7809550,
51796865,5190181,2377940,791276,75600,772290,
79886602,2103220,2565920,2378440,198240,1884410,
52988557,3671677,2543393,1928617,139090,846971,
40079881,4358051,1777641,791096,,2199289,
32296092,2542480,3919990,2246102,249970,118220,
52419497,5029737,3549387,23910,332410,126522,
900794730,3485243,1787691,2513822,225960,1028620,
1017144839,5114310,2675550,1080549,25200,131360,
80120103,4107450,1465070,1183537,94080,2169350,
900340414,4889090,853000,3098672,147840,26860,
43032459,2553690,2162280,2253054,52920,1960620,
1085258627,2606810,3346067,2172663,149427,676734,
1026151070,1510090,1758720,2145875,128870,3336280,
1020715356,2548469,3844106,1748525,148740,580830,
830081107,3419151,1384625,2283052,,1714149,
1023909988,4048040,3968110,580128,166650,,
700071244,5151890,2388810,556460,196330,465200,
63449063,4523150,1926120,1113998,,1171800,
73087926,4434450,1656130,2046766,,462480,
79112140,4629240,2247600,551884,400390,724060,
900950372,3919354,3187343,342659,132517,967328,
79051628,6983341,199216,620956,,714528,
52853976,833650,4356674,1130129,240070,1953190,
21381811,2376630,3669630,744911,651710,1038770,
15516221,3603480,2394400,931659,,1461830,
91498751,3736370,2178940,488280,,1960235,
80109957,3881430,1730710,443952,79410,2182920,
52218467,2446690,2250070,2286777,48720,1280530,
1036930372,1728860,2382650,1408339,192850,2594420,
79879847,3678190,1568130,943434,58410,2037956,
91276670,2678290,1503430,1282940,78650,2737580,
900663770,4241500,1434420,348463,44520,2188250,
11308467,2268340,,2726663,,3235820,
900928434,2069795,3145020,1728403,92010,1193308,
16246874,4371040,1588600,1334710,,917780,
1144025866,4821290,1979060,748224,36960,589880,
1121824748,4361740,2941350,400868,36960,422370,
93379001,1982990,4148140,40500,534440,1435610,
52539154,2824770,3095180,479120,316330,1417770,
40418419,3412840,1276780,1762600,,1628890,
79481676,4719618,1905661,1343440,7560,102974,
1030540873,2809750,3056390,1501949,185500,508570,
91296990,4190760,1921730,492117,70560,1367270,
28559962,3612800,3168410,825884,420780,,
40378356,4042430,1007880,1434580,,1525840,
88214544,3999880,1874520,1848860,,266760,
900368533,2910660,1249020,990780,,2797650,
6103983,3208840,2587650,1920738,74840,54590,
43534147,2160890,2690680,714297,688080,1519180,
811039769,665370,559570,2067239,71400,4289530,
600001214,1189300,590730,5089607,,749160,
80902248,2987426,1634892,693147,,2299631,
79152514,2243960,1636890,1376347,69330,2242830,
51924167,2059300,3408340,955693,330070,776120,
10066711,1767844,1354020,890162,267516,3249924,
41934133,511860,1676890,263448,499800,4503850,
43675299,2648610,2681380,500224,535200,1088060,
900774312,2780890,1801230,1829170,68100,951050,
800014847,894260,1092780,473120,13440,4925280,
71661279,2471450,899780,2976079,68100,938660,
38642852,2811788,2385824,1238698,,915307,
900747299,1767561,595290,3595550,28560,1345100,
8359174,2792810,2812082,683860,557180,475100,
38559950,3494763,818280,2009668,,966110,
79635979,2511270,3107930,795590,168840,698780,
28558835,4134790,899500,807014,20160,1407000,
80855033,2392960,1787250,578872,50400,2445650,
28783308,2633930,2556060,1443806,416700,188890,
52272550,1922410,2909530,1426386,207930,759580,
51805319,3783180,2961180,128900,110880,200440,
52093829,3604740,2145090,1135340,233250,63810,
71775297,2596400,2929220,1393649,,245760,
900283308,2988302,2348925,1774828,,40130,
80654343,2103530,3703590,310870,540980,487270,
71262223,2388940,3534250,729868,206680,260680,
1032366437,1688200,2797300,1838696,123950,657430,
80400306,752340,374740,3140012,,2796170,
900655558,2103690,1043450,3689874,91560,118800,
21533856,3120920,2093300,66780,373510,1335960,
900826420,2778212,550721,2733263,25200,890931,
43471843,1801580,1908940,796797,343560,2095200,
900805069,3990341,1635185,1234825,19670,62998,
52999828,2293377,1543354,1459078,76694,1552150,
52335382,3890720,2282610,219610,87360,415430,
53099366,3426340,2302820,612293,192910,334930,
12980118,2560110,1802090,1236794,54210,1210280,
16231983,3162860,1653770,393300,84000,1541960,
5268813,1250415,1092278,3012567,,1453212,
98393336,2644799,392258,1411075,,2305597,
1012318135,3783070,1498270,638057,90720,690890,
7697727,3150000,1949750,932994,,643400,
1047426963,1953538,3257472,290470,300180,858361,
40047924,2049530,2439080,842778,42000,1279878,
900789316,2488400,1289240,1951326,,914880,
93377319,2940480,781540,1388022,158760,1341920,
52160740,1499390,1034370,1660278,161360,2249640,
890202065,3548790,681780,62150,,2306030,
30715866,4102670,365956,1158915,32172,923878,
19439263,4278020,869162,877100,,542230,
91510928,3070906,2242388,669470,68920,492025,
22449259,2293710,189020,2693190,,1347390,
1072655848,1623710,1815310,505590,43680,2517020,
52252954,1255440,756770,3011928,,1470350,
27088905,2024990,741811,855298,,2864670,
900993042,2094850,1806040,1127701,,1457240,
43069385,3523470,1823400,701350,90720,343800,
52865298,3121320,1782790,1091940,99140,381830,
79644073,2550245,2808873,698538,86028,292874,
37559870,2289388,2154229,1302307,59680,627600,
21757022,2522940,1424220,1609790,419300,407680,
1036603649,2524230,2142150,792502,815250,99750,
98487378,2578050,1724060,961292,52080,1052020,
52959766,2396270,1628720,1078920,72300,1149500,
1098610308,3348540,1677360,1135111,47040,96950,
43977224,2716190,2317230,814598,403750,,
6889022,2628580,246490,2600093,20160,754750,
900832036,2768950,3024810,71157,45360,334640,
1032393448,3575150,2124320,352446,64700,126280,
53068110,,320980,3459488,40320,2420260,
43532600,1808520,2512940,321025,1108830,474860,
60258393,2386480,958220,1301820,23520,1511270,
60268250,1234450,422860,2076090,71400,2361230,
79535062,1797530,2641180,1329352,110040,258640,
39738640,3061013,2025712,463994,157920,420750,
39522667,2754200,1934150,672098,43680,718670,
73240933,2262760,1621960,1012070,,1218100,
71755241,4551470,1021370,404367,31530,57210,
52703545,1052810,441360,1423149,71400,3052120,
15438023,895310,354560,1377240,116780,3294060,
1032401300,3350980,1529690,696168,,438953,
16225705,2161690,1661470,664655,50400,1463450,
25196406,1781380,1902890,1019743,188900,1106310,
1152194160,1683860,2515290,532763,693260,572990,
13493431,3231570,1203010,1277607,57960,219900,
1152434324,2634460,1511080,555316,164700,1117910,
900295387,1840134,2741849,481520,154436,761035,
79541524,2741750,1069550,1353092,87830,722080,
40375819,3099740,1234290,1255882,10080,350330,
1129579991,4160950,947630,552047,137720,138200,
91044531,2062620,1361760,1166427,,1303420,
79598911,2768687,809809,1112249,46220,1136360,
900689595,1840760,2520840,151480,146590,1210860,
900953897,2045120,1259250,239450,,2320503,
1081398038,563540,1282440,1203706,,2801369,
93409589,969560,35400,1822333,,3022180,
1013592238,1519200,1664340,1793907,53760,817450,
800115178,3401420,2068920,306127,57120,,
900841390,2144057,2393081,736777,156752,367696,
43092515,1584210,1491090,1148240,16800,1532440,
79572205,2995960,1121790,431947,,1206760,
37241963,1447290,1620670,216410,,2462210,
14249435,3021560,848570,466410,23520,1374630,
51921990,1524434,2484079,860278,98280,766425,
19225692,3234400,522560,1603682,,363330,
80492092,1392028,403937,1613620,13979,2250310,
32292285,2511860,2027840,207100,227720,687240,
80089982,2818619,758314,1044067,,1023443,
900997020,3154330,911760,1235928,38230,282600,
16931800,3344460,835200,473453,63000,888650,
63277214,1955421,354690,1845856,18070,1429720,
80230744,1730820,1193290,2550128,,126180,
900195877,1108900,210320,2405700,,1868910,
800213488,1517230,,523164,47040,3501630,
900957049,1840350,1625630,889689,,1221370,
16078425,1593190,2393790,25780,401660,1162050,
86065935,2144440,1303140,694793,23520,1398600,
900961347,1980940,578920,1283107,,1703580,
35503603,2276070,961150,1746580,118440,440910,
1026267815,2771770,2352880,179629,235730,,
1112098087,1754070,1934950,401584,80640,1359180,
1040731524,1703080,2357230,790539,23520,638670,
11385249,1402290,165620,2264264,,1670778,
37728298,1802154,1323337,1883799,77320,407595,
1050200058,571660,759140,2001530,228740,1920450,
71749473,998970,1613070,1882700,550320,418090,
21118385,2287120,2321220,317454,274800,256180,
43974603,1999280,1620310,900563,311700,622570,
1121821968,3373650,1174250,527463,44130,324350,
91540217,1179700,1154460,2432660,68100,598330,
1015430990,2182830,2238790,399699,181560,421790,
39691643,2310134,1708046,1293074,75600,24041,
1112098203,3127031,1041670,932010,,299770,
51669442,2545350,567538,645928,,1633556,
77180035,2014340,1080520,1308388,,982790,
1018448317,2233190,1969000,948820,,221800,
80133191,1443380,1610120,627737,,1671924,
28234237,1869730,2151060,593061,20160,717320,
901042216,1453747,452573,2882843,23086,526509,
21812434,1602090,2798300,559240,,340620,
80730491,1292093,1706426,1448463,77280,770404,
93120224,1632515,560692,783674,,2309660,
1118284078,3121833,1271790,138000,23520,700160,
13543566,2839210,1900230,152936,44130,306390,
98771900,2048660,1935790,180548,10080,1057220,
53108093,1524720,1905740,805010,118440,863060,
79620678,1856120,639960,1583239,,1128830,
80229599,1372590,1986940,139297,459342,1246720,
16188315,1920230,800700,162450,20160,2299307,
53049921,2601910,1928070,588480,,70160,
80171297,1857170,2257550,584639,409920,61090,
900633577,1615540,2866640,121020,108420,436680,
40215894,1843890,1796600,459120,,1038990,
1119887576,2387330,1484330,556334,234440,457450,
52842397,2295830,1755850,53230,344750,653800,
1092337397,3299600,661900,419059,,715710,
31886971,1707190,624490,915350,,1846650,
55232993,1914430,1427560,1098500,30240,580620,
700127559,1591970,490300,2342161,96600,520010,
52834272,1470120,786180,1057310,126840,1593960,
52483409,2059850,894420,1264409,109200,688130,
98765654,1032430,2513840,513540,246960,709130,
80192240,1918220,2236950,59100,112600,688700,
53164614,2344440,1009960,272464,23520,1363830,
39192703,396080,337790,1143840,,3113440,
51816132,1376973,1357709,629747,67200,1533939,
65768089,3362507,230369,635274,,709234,
65698780,3360554,1344243,,,253537,
13958087,1968850,1033000,923520,147140,844820,
900087187,2351370,1411680,895700,101130,155000,
822001731,2195260,1719130,209865,,786580,
71789571,44050,170500,736206,63840,3891580,
79642074,2337600,1113630,661472,,789140,
900833859,2788260,1204360,572680,48740,285990,
1038405044,1120770,1272350,999112,184000,1280900,
808000386,1962438,1104952,683694,99590,1002800,
1039468086,2152170,1758980,103644,78960,756380,
52179970,2341780,1908930,588180,,,
1090413517,2084180,1708700,866650,,174460,
